lead_id,first_name,last_name,email,source,status,created_at
L1292,Amy,Snyder,melissamcdonald@example.org,Facebook Ads,Qualified,2026-03-30 07:43:00
L1293,Daniel,Martin,twong@example.org,Google Ads,Closed-Lost,2026-04-15 14:01:24
L1294,Jill,Gibbs,gregorychase@example.com,Organic Search,New,2026-01-28 10:10:08
L1295,Ronald,Murphy,lcaldwell@example.org,Direct,Closed-Won,2026-04-17 08:22:35
L1296,Marcus,Wright,patrick74@example.com,Email Marketing,Closed-Lost,2026-03-14 09:53:57
L1297,Brandi,Berry,desiree30@example.net,Email Marketing,Closed-Lost,2026-02-25 08:56:07
L1298,Steven,Moore,hannah45@example.net,Email Marketing,Contacted,2026-02-07 12:50:03
L1299,Jeffrey,Anderson,spencerzhang@example.com,LinkedIn Ads,Nurturing,2026-02-17 11:57:59
L1300,Jacqueline,Durham,kathleenbecker@example.net,Google Ads,Closed-Lost,2026-03-08 10:20:27
L1301,Kristin,Fox,christian91@example.org,LinkedIn Ads,Closed-Won,2026-04-21 19:54:09
L1302,Amy,Wagner,franklinbond@example.com,LinkedIn Ads,Closed-Lost,2026-04-17 12:32:02
L1303,Erin,Love,gdavis@example.com,Referral,New,2026-02-07 08:12:33
L1304,Brian,Anderson,dbryant@example.net,Email Marketing,Qualified,2026-04-15 13:44:22
L1305,Emily,Parker,fosterlisa@example.net,Direct,Qualified,2026-03-12 22:46:12
L1306,Beth,Williams,isabella80@example.org,Email Marketing,Nurturing,2026-02-17 05:05:50
L1307,Anthony,Ortiz,katiegood@example.net,LinkedIn Ads,Nurturing,2026-03-13 21:21:22
L1308,Nicholas,Vance,ykane@example.com,Email Marketing,Qualified,2026-03-08 20:51:53
L1309,Felicia,Stanley,desireebailey@example.org,Direct,Contacted,2026-02-03 20:20:47
L1310,Phillip,Anderson,maryavila@example.com,Facebook Ads,Nurturing,2026-03-20 05:15:12
L1311,Emily,Stephens,pmorrow@example.com,Email Marketing,Nurturing,2026-03-13 00:13:40
L1312,Eric,Lopez,johnsondonna@example.net,Email Marketing,Closed-Lost,2026-03-01 15:57:40
L1313,Sharon,Small,jamiegarcia@example.org,Facebook Ads,Closed-Won,2026-04-11 10:23:04
L1314,Carla,Warner,sanchezbradley@example.com,Direct,Qualified,2026-03-11 09:38:01
L1315,Amber,Webster,taylorvictoria@example.org,Organic Search,Closed-Won,2026-02-18 19:24:02
L1316,Sabrina,Johnston,joel28@example.org,Referral,New,2026-04-16 06:16:13
L1317,Kevin,Brown,conniesimmons@example.com,LinkedIn Ads,Qualified,2026-03-08 05:00:56
L1318,Teresa,David,ufloyd@example.net,Facebook Ads,Nurturing,2026-01-31 14:35:54
L1319,Ricky,Evans,karenwells@example.org,Referral,Closed-Won,2026-03-08 11:27:26
L1320,Meredith,Thomas,jmelendez@example.com,Direct,Closed-Lost,2026-02-25 06:07:01
L1321,Angela,Anderson,jonathanrivera@example.org,LinkedIn Ads,Nurturing,2026-03-08 11:53:03
L1322,Shannon,Watson,brettbennett@example.net,Organic Search,Nurturing,2026-04-26 14:17:35
L1323,Benjamin,Jones,timothybooth@example.com,Email Marketing,Contacted,2026-03-26 14:15:38
L1324,Susan,Smith,suzannewilson@example.com,Direct,Nurturing,2026-02-25 11:49:47
L1325,John,Munoz,randyallen@example.com,Referral,Closed-Lost,2026-04-25 20:09:11
L1326,Justin,Owens,kyle58@example.com,Facebook Ads,Closed-Lost,2026-04-12 08:25:43
L1327,Corey,Zavala,ugill@example.org,Google Ads,Qualified,2026-03-13 07:13:07
L1328,Lawrence,Williams,joycesmith@example.net,Direct,Closed-Lost,2026-03-04 01:09:20
L1329,Beth,Butler,jameshall@example.net,Email Marketing,Closed-Won,2026-03-24 18:14:36
L1330,John,Pierce,jonathan77@example.com,LinkedIn Ads,New,2026-04-17 23:13:35
L1331,Jessica,Bell,jenniferfreeman@example.net,Referral,Contacted,2026-02-12 09:21:48
L1332,Susan,Warren,landryelizabeth@example.org,Email Marketing,Qualified,2026-03-30 08:52:29
L1333,Derrick,Mccoy,mannalbert@example.net,Facebook Ads,Contacted,2026-03-08 02:17:38
L1334,Nathaniel,Williamson,bhopkins@example.org,Facebook Ads,New,2026-03-12 07:55:48
L1335,Andrea,Smith,amanda40@example.net,Google Ads,Contacted,2026-03-19 17:29:43
L1336,Heidi,Jordan,danieldavis@example.org,Organic Search,Closed-Won,2026-04-16 00:08:39
L1337,James,Fox,joseph61@example.com,Referral,New,2026-02-19 10:50:55
L1338,Stephen,Sanchez,kevinclayton@example.org,Organic Search,Nurturing,2026-03-07 11:27:46
L1339,Victoria,Santos,davisnicholas@example.net,Email Marketing,Closed-Won,2026-03-31 12:39:54
L1340,Brian,Smith,christopherbruce@example.net,Facebook Ads,Closed-Lost,2026-03-14 06:31:22
L1341,Mark,Madden,jacobsonsamantha@example.org,Email Marketing,Nurturing,2026-04-13 05:04:47
L1342,Rachel,Schwartz,enelson@example.net,Organic Search,Nurturing,2026-02-16 13:59:16
L1343,Juan,Daniels,whitemelissa@example.org,Facebook Ads,Contacted,2026-04-26 22:07:10
L1344,Brenda,Goodwin,thickman@example.org,Email Marketing,Closed-Lost,2026-02-16 04:03:50
L1345,John,Davenport,irhodes@example.com,Google Ads,New,2026-03-22 19:28:06
L1346,Karla,Taylor,masonterri@example.org,Referral,Nurturing,2026-03-05 07:46:37
L1347,Samuel,Roberson,cassie99@example.com,Facebook Ads,Contacted,2026-02-05 12:58:29
L1348,Mark,Walters,whenry@example.net,Referral,Closed-Lost,2026-04-12 03:51:50
L1349,Ryan,Frazier,nmiller@example.com,Direct,Nurturing,2026-03-04 12:09:31
L1350,John,Jones,eric26@example.com,Google Ads,Closed-Won,2026-04-14 12:57:14
L1351,Daniel,Smith,sean41@example.org,Facebook Ads,New,2026-03-03 01:50:34
L1352,Jacob,Cole,fgarcia@example.com,Organic Search,Contacted,2026-02-04 12:46:04
L1353,Christopher,George,michelle04@example.com,Referral,Nurturing,2026-03-21 20:46:34
L1354,Kimberly,Hardy,ashleyjackson@example.com,Email Marketing,Closed-Won,2026-03-05 16:59:20
L1355,Dominic,Turner,kthomas@example.com,Direct,Closed-Won,2026-02-12 12:19:05
L1356,Robert,Washington,wardsheryl@example.net,LinkedIn Ads,Nurturing,2026-02-22 20:23:17
L1357,Tyler,Jensen,trodriguez@example.org,Direct,Closed-Lost,2026-03-28 17:47:04
L1358,Martin,Oliver,scott69@example.org,Direct,Nurturing,2026-03-06 11:22:46
L1359,Malik,Valentine,timothythompson@example.com,Referral,Closed-Won,2026-02-25 05:24:55
L1360,Kelly,Neal,yfaulkner@example.org,Organic Search,Contacted,2026-02-27 00:59:42
L1361,Nicholas,Velasquez,kdiaz@example.org,Email Marketing,Nurturing,2026-02-27 16:43:13
L1362,Wendy,White,bentonsteven@example.net,Organic Search,Qualified,2026-03-25 13:20:22
L1363,Samuel,Carter,fuenteslaura@example.com,Referral,Contacted,2026-02-16 09:52:00
L1364,Victor,Schultz,johnnymoore@example.com,Referral,Closed-Lost,2026-04-02 09:30:07
L1365,Nicholas,Cole,iaguilar@example.net,LinkedIn Ads,Closed-Won,2026-04-13 16:01:57
L1366,Samantha,Holt,gibbsmichael@example.net,Organic Search,Closed-Lost,2026-04-26 17:15:05
L1367,Danielle,Miller,dianekelly@example.net,Facebook Ads,Qualified,2026-03-25 17:03:04
L1368,Bradley,Terrell,vrasmussen@example.com,Organic Search,New,2026-03-27 12:59:36
L1369,Alex,Green,seanmyers@example.net,Email Marketing,Qualified,2026-02-06 08:13:09
L1370,Hannah,Hernandez,webbkenneth@example.org,Facebook Ads,Qualified,2026-03-25 04:51:52
L1371,Marie,Cross,larry73@example.net,LinkedIn Ads,Qualified,2026-02-07 07:48:42
L1372,Michael,Davis,tflores@example.org,Direct,New,2026-03-14 22:38:58
L1373,Jennifer,Johnson,deborah23@example.net,Facebook Ads,Contacted,2026-04-15 17:13:14
L1374,Andrea,Rivera,omullen@example.com,Facebook Ads,Nurturing,2026-02-12 23:51:21
L1375,Jack,Davidson,vfoster@example.net,Email Marketing,Contacted,2026-03-29 04:47:54
L1376,James,Vargas,nsmith@example.org,Email Marketing,Contacted,2026-04-22 19:06:59
L1377,Karen,Stokes,raylauren@example.net,Google Ads,Nurturing,2026-02-23 01:56:27
L1378,Michael,Gonzalez,bakermichelle@example.net,Organic Search,Qualified,2026-02-14 04:59:54
L1379,Lawrence,Price,wmatthews@example.com,Direct,Nurturing,2026-03-30 02:34:53
L1380,Stephen,Thompson,samantha91@example.net,Organic Search,New,2026-04-19 03:32:59
L1381,Lawrence,Allen,whiteheather@example.net,Facebook Ads,Nurturing,2026-02-09 01:28:17
L1382,Robert,Taylor,fhenderson@example.net,Organic Search,Closed-Won,2026-03-05 18:32:08
L1383,Heather,Brewer,angelaburns@example.org,Email Marketing,New,2026-03-20 05:32:06
L1384,Leonard,Hayes,glennstephanie@example.com,Referral,Closed-Won,2026-02-14 05:19:18
L1385,James,Cruz,fortiz@example.com,Organic Search,Nurturing,2026-02-09 07:29:58
L1386,Mary,Burns,cunninghamlaura@example.org,Google Ads,Qualified,2026-04-06 00:06:07
L1387,Antonio,Walker,gary79@example.net,LinkedIn Ads,Nurturing,2026-02-24 09:58:09
L1388,Katie,Dunn,armstrongjoseph@example.net,Referral,Nurturing,2026-04-12 01:31:01
L1389,Vicki,Weaver,wolfscott@example.org,Direct,Closed-Lost,2026-04-16 23:44:18
L1390,Curtis,Greer,kennethkidd@example.com,Email Marketing,Closed-Won,2026-03-09 08:01:58
L1391,Michael,Montoya,hgrimes@example.org,Referral,Closed-Won,2026-02-21 13:45:15
L1392,Lisa,Matthews,michelle96@example.org,Facebook Ads,Nurturing,2026-02-16 10:24:07
L1393,Donald,Clark,lindahudson@example.net,Facebook Ads,Qualified,2026-03-27 21:05:12
L1394,Candice,Jackson,keith48@example.net,Organic Search,Nurturing,2026-02-23 08:19:34
L1395,Cody,Estes,rsellers@example.net,Google Ads,Nurturing,2026-04-16 04:51:35
L1396,Jacqueline,Anderson,jenniferpoole@example.net,LinkedIn Ads,Closed-Lost,2026-02-08 09:01:17
L1397,Tracy,Ray,courtney67@example.org,Email Marketing,Nurturing,2026-03-06 04:24:34
L1398,Laura,Mack,rrobertson@example.net,Email Marketing,Contacted,2026-03-29 13:48:36
L1399,Miguel,Clements,brandi17@example.net,Referral,Nurturing,2026-04-22 05:38:53
L1400,Heidi,Horn,brobinson@example.org,Facebook Ads,Closed-Won,2026-04-01 12:55:04
L1401,Joseph,Clayton,amy29@example.com,Direct,New,2026-03-16 02:07:11
L1402,Matthew,Fleming,williamsconnie@example.com,Organic Search,Closed-Won,2026-04-13 14:13:52
L1403,David,Mathews,bbryant@example.org,Direct,Closed-Lost,2026-01-28 15:17:19
L1404,Regina,Khan,erik41@example.net,Google Ads,New,2026-04-03 21:53:09
L1405,John,Watson,brettgarrett@example.net,Email Marketing,Nurturing,2026-03-03 01:13:33
L1406,Karina,Patterson,padillaaaron@example.com,Facebook Ads,Nurturing,2026-04-04 23:10:01
L1407,David,Perez,ssmith@example.com,Facebook Ads,New,2026-02-03 14:57:39
L1408,David,Dalton,timperez@example.org,LinkedIn Ads,Nurturing,2026-04-16 09:21:09
L1409,Linda,Garcia,nicole26@example.org,LinkedIn Ads,Contacted,2026-04-08 00:09:09
L1410,Victoria,Thomas,bishopfrank@example.com,Organic Search,Qualified,2026-03-30 08:19:52
L1411,Jason,Goodman,cjensen@example.org,LinkedIn Ads,Nurturing,2026-04-07 04:44:21
L1412,Peggy,Taylor,lawrencepatrick@example.com,LinkedIn Ads,Nurturing,2026-02-04 11:20:53
L1413,Kylie,Wright,wrightcarolyn@example.net,LinkedIn Ads,New,2026-02-26 14:11:49
L1414,Justin,Pugh,abbottdominique@example.com,Organic Search,New,2026-03-27 01:08:42
L1415,April,Hicks,dphillips@example.org,Email Marketing,Closed-Won,2026-02-16 00:04:25
L1416,Paul,Allen,ricetiffany@example.com,Google Ads,Qualified,2026-03-16 02:31:21
L1417,David,Valencia,rdiaz@example.org,Facebook Ads,Closed-Lost,2026-02-26 18:47:07
L1418,Thomas,Archer,smithcarlos@example.com,Google Ads,Closed-Lost,2026-04-11 02:37:50
L1419,Bill,Brown,ohunter@example.net,Google Ads,New,2026-02-17 00:04:04
L1420,Katie,Henderson,imiller@example.net,Facebook Ads,Contacted,2026-03-16 16:52:45
L1421,Eric,Miller,dixonjames@example.org,Referral,New,2026-03-27 20:50:39
L1422,Mark,Willis,collinssamuel@example.org,Direct,Contacted,2026-03-20 03:13:48
L1423,John,Middleton,chavezchelsea@example.com,Facebook Ads,Contacted,2026-02-01 16:16:52
L1424,Judith,Yang,smithderrick@example.org,Organic Search,Closed-Lost,2026-04-01 17:25:42
L1425,Tyler,Reed,gary24@example.net,Google Ads,Closed-Won,2026-02-11 23:06:29
L1426,David,Yoder,lindsay48@example.org,Facebook Ads,Nurturing,2026-04-23 02:50:47
L1427,Jennifer,Ray,crawfordwilliam@example.org,Email Marketing,Qualified,2026-02-21 14:04:03
L1428,Michele,Jackson,jonathangarcia@example.net,Referral,Qualified,2026-03-16 13:31:34
L1429,Jennifer,Perez,williamsmichelle@example.org,Facebook Ads,Closed-Won,2026-04-02 12:09:54
L1430,Thomas,Reyes,haroldhorne@example.org,Direct,Closed-Lost,2026-01-31 12:29:43
L1431,Linda,Klein,pwalker@example.com,Email Marketing,New,2026-03-21 17:37:07
L1432,Jennifer,Nelson,duncandavid@example.net,Referral,Contacted,2026-04-25 23:26:48
L1433,Brian,Walker,finleycasey@example.com,LinkedIn Ads,New,2026-04-24 15:01:31
L1434,Justin,Kirk,christopher70@example.com,Direct,New,2026-04-21 03:21:06
L1435,Kelly,Mueller,stevenvargas@example.com,LinkedIn Ads,Closed-Won,2026-02-15 12:56:53
L1436,Kimberly,Oconnor,edwardrandolph@example.org,Email Marketing,Nurturing,2026-04-12 01:40:11
L1437,Amber,Fields,tapiaaaron@example.net,Organic Search,Closed-Lost,2026-02-18 16:16:28
L1438,Melinda,Acosta,harristonya@example.com,Facebook Ads,New,2026-03-04 14:08:04
L1439,Susan,Kaufman,jenniferdavis@example.org,Direct,Closed-Lost,2026-03-15 19:51:39
L1440,Megan,Gutierrez,stephen19@example.org,Referral,Closed-Lost,2026-04-24 04:10:54
L1441,Dennis,Wilkins,vargasbryan@example.net,Facebook Ads,New,2026-03-17 03:04:57
L1442,Joel,Green,sara65@example.com,Email Marketing,Qualified,2026-02-08 17:55:22
L1443,Joseph,Jones,derekcarrillo@example.org,Referral,Closed-Lost,2026-03-12 00:21:10
L1444,Daniel,Cole,richard85@example.org,Direct,New,2026-02-11 03:29:00
L1445,Kyle,Baker,davislindsey@example.com,Referral,Closed-Won,2026-03-11 22:23:37
L1446,Janet,Morrison,marymurphy@example.org,Referral,New,2026-04-17 06:58:15
L1447,John,Kelly,byrdjorge@example.org,LinkedIn Ads,Closed-Won,2026-04-06 02:28:02
L1448,Stephanie,Bond,codygarcia@example.org,Organic Search,Closed-Lost,2026-01-30 01:46:37
L1449,Alexander,Greer,davidcolon@example.com,LinkedIn Ads,New,2026-02-07 20:21:25
L1450,Crystal,Newman,samantha10@example.org,Direct,Closed-Lost,2026-04-03 16:30:40
L1451,Rachel,Ramos,christopherboone@example.com,LinkedIn Ads,New,2026-02-15 06:08:32
L1452,Brad,Murray,sandrahamilton@example.net,Referral,Nurturing,2026-02-07 22:51:38
L1453,Tyler,Reyes,nthompson@example.org,Referral,Nurturing,2026-03-06 09:45:51
L1454,Joshua,Stephenson,mendezchristina@example.net,Google Ads,Nurturing,2026-02-22 18:06:16
L1455,Victor,Andrade,rbrown@example.com,LinkedIn Ads,Closed-Lost,2026-02-24 16:59:43
L1456,Robert,Day,crystalpham@example.org,Referral,Nurturing,2026-02-09 09:08:01
L1457,Kimberly,Howard,kcooper@example.net,Email Marketing,Contacted,2026-03-05 04:38:08
L1458,Paul,White,carla04@example.org,Organic Search,Contacted,2026-02-27 06:44:35
L1459,Victoria,Moreno,terrigarcia@example.net,Email Marketing,Closed-Won,2026-04-15 13:39:02
L1460,Joseph,Velasquez,gallagherstacie@example.net,Email Marketing,Qualified,2026-02-19 11:16:38
L1461,Toni,Price,gregorywatkins@example.net,Direct,Closed-Won,2026-04-19 05:51:01
L1462,Michael,Vargas,stacey92@example.net,Referral,Nurturing,2026-04-04 18:56:17
L1463,Mary,Cochran,lweaver@example.com,Organic Search,Nurturing,2026-02-14 07:58:00
L1464,Christopher,Hall,andrewwoods@example.com,Referral,Closed-Lost,2026-01-30 17:48:44
L1465,Christina,Drake,jennifer50@example.org,Direct,Qualified,2026-04-26 04:12:13
L1466,Brenda,Stark,mathismichelle@example.org,LinkedIn Ads,Contacted,2026-02-10 09:32:40
L1467,Janet,Bates,rogersmarcus@example.org,Referral,New,2026-03-04 07:52:48
L1468,Stacy,Conner,lbanks@example.net,LinkedIn Ads,Nurturing,2026-04-08 03:51:16
L1469,Heather,Mcfarland,jeffrey92@example.com,Facebook Ads,Nurturing,2026-03-22 14:51:09
L1470,Jessica,Phillips,jessicarush@example.net,Direct,Closed-Won,2026-02-25 20:18:01
L1471,Melissa,Townsend,whitelucas@example.net,Email Marketing,Nurturing,2026-03-06 01:50:52
L1472,Danielle,Garcia,vtaylor@example.org,LinkedIn Ads,New,2026-02-17 12:04:25
L1473,Michael,Flores,underwoodelizabeth@example.net,Organic Search,Qualified,2026-02-19 03:55:16
L1474,Matthew,Smith,johnjones@example.com,Facebook Ads,Nurturing,2026-04-23 03:24:10
L1475,Daniel,Smith,akim@example.org,Facebook Ads,Qualified,2026-04-13 11:14:24
L1476,Robert,Macias,amy17@example.net,Referral,Qualified,2026-04-22 22:30:21
L1477,Katherine,Perez,cjones@example.com,LinkedIn Ads,Qualified,2026-03-31 06:13:10
L1478,Lucas,Lynn,petersonpamela@example.org,Direct,Closed-Lost,2026-01-29 00:08:08
L1479,Charles,Mcmahon,morgantricia@example.com,LinkedIn Ads,Closed-Won,2026-04-08 02:59:57
L1480,Anthony,Dunlap,catherinehamilton@example.org,Google Ads,Closed-Won,2026-04-05 10:57:55
L1481,Mark,Mccann,uterry@example.net,Facebook Ads,New,2026-02-05 21:17:54
L1482,Joseph,Campbell,codylong@example.net,Facebook Ads,Closed-Lost,2026-03-20 11:56:02
L1483,Travis,Brown,pattersonkelly@example.net,Organic Search,Nurturing,2026-04-18 14:21:12
L1484,Caroline,Gonzalez,clarkdanielle@example.org,Direct,Contacted,2026-03-28 17:55:04
L1485,Megan,Parker,qruiz@example.com,Email Marketing,Nurturing,2026-03-14 00:51:00
L1486,Darlene,Hughes,nicole52@example.com,Email Marketing,Closed-Lost,2026-02-04 21:42:53
L1487,Jose,Marshall,maryelliott@example.org,Organic Search,Nurturing,2026-01-31 09:18:55
L1488,Heather,Davis,lindsey69@example.org,Referral,New,2026-04-10 02:11:07
L1489,Bruce,Hughes,rsheppard@example.com,Google Ads,Qualified,2026-03-21 19:20:11
L1490,Nicole,Alvarez,fostermelissa@example.org,Facebook Ads,Nurturing,2026-03-23 15:52:17
L1491,Ashley,Black,davidtodd@example.org,Email Marketing,Contacted,2026-03-16 19:19:54
L1492,Teresa,Stokes,bradmiller@example.net,LinkedIn Ads,Closed-Lost,2026-02-12 06:52:21
L1493,James,Carson,maryscott@example.net,Direct,Qualified,2026-03-10 07:53:25
L1494,Lindsay,Miller,rarnold@example.net,Organic Search,Closed-Won,2026-04-25 19:31:48
L1495,Sally,Smith,jrodriguez@example.org,Direct,Qualified,2026-03-12 12:56:02
L1496,Brianna,Chang,buckleyanna@example.org,Organic Search,Closed-Lost,2026-03-23 01:36:36
L1497,Justin,Nichols,natalie46@example.net,Direct,Qualified,2026-04-13 08:16:14
L1498,Ashley,Kennedy,joshuathomas@example.net,LinkedIn Ads,Closed-Lost,2026-03-15 04:50:42
L1499,Heather,Williams,hannah07@example.com,Organic Search,Qualified,2026-04-03 03:45:34
